x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6
1.0,1.2,1.0,1.0,0.2,1.0,1.0,-0.8,1.0,0.0,1.2,1.0,0.0,0.2,1.0,0.0,-0.8,1.0,-1.0,1.2,1.0
1.1175570504584946,1.1618033988749894,1.0,1.1175570504584946,0.1618033988749895,1.0,1.1175570504584946,-0.8381966011250105,1.0,0.11755705045849463,1.1618033988749894,1.0,0.11755705045849463,0.1618033988749895,1.0,0.11755705045849463,-0.8381966011250105,1.0,-0.8824429495415054,1.1618033988749894,1.0
1.1902113032590307,1.0618033988749895,1.0,1.1902113032590307,0.06180339887498949,1.0,1.1902113032590307,-0.9381966011250105,1.0,0.1902113032590307,1.0618033988749895,1.0,0.1902113032590307,0.06180339887498949,1.0,0.1902113032590307,-0.9381966011250105,1.0,-0.8097886967409693,1.0618033988749895,1.0
1.1902113032590307,0.9381966011250106,1.0,1.1902113032590307,-0.06180339887498947,1.0,1.1902113032590307,-1.0618033988749895,1.0,0.19021130325903074,0.9381966011250106,1.0,0.19021130325903074,-0.06180339887498947,1.0,0.19021130325903074,-1.0618033988749895,1.0,-0.8097886967409693,0.9381966011250106,1.0
1.1175570504584946,0.8381966011250105,1.0,1.1175570504584946,-0.16180339887498948,1.0,1.1175570504584946,-1.1618033988749894,1.0,0.11755705045849466,0.8381966011250105,1.0,0.11755705045849466,-0.16180339887498948,1.0,0.11755705045849466,-1.1618033988749894,1.0,-0.8824429495415054,0.8381966011250105,1.0
1.0,0.8,1.0,1.0,-0.2,1.0,1.0,-1.2,1.0,2.4492935982947065e-17,0.8,1.0,2.4492935982947065e-17,-0.2,1.0,2.4492935982947065e-17,-1.2,1.0,-1.0,0.8,1.0
0.8824429495415054,0.8381966011250105,1.0,0.8824429495415054,-0.1618033988749895,1.0,0.8824429495415054,-1.1618033988749894,1.0,-0.11755705045849461,0.8381966011250105,1.0,-0.11755705045849461,-0.1618033988749895,1.0,-0.11755705045849461,-1.1618033988749894,1.0,-1.1175570504584946,0.8381966011250105,1.0
0.8097886967409693,0.9381966011250105,1.0,0.8097886967409693,-0.061803398874989514,1.0,0.8097886967409693,-1.0618033988749895,1.0,-0.1902113032590307,0.9381966011250105,1.0,-0.1902113032590307,-0.061803398874989514,1.0,-0.1902113032590307,-1.0618033988749895,1.0,-1.1902113032590307,0.9381966011250105,1.0
0.8097886967409693,1.0618033988749895,1.0,0.8097886967409693,0.06180339887498945,1.0,0.8097886967409693,-0.9381966011250106,1.0,-0.19021130325903074,1.0618033988749895,1.0,-0.19021130325903074,0.06180339887498945,1.0,-0.19021130325903074,-0.9381966011250106,1.0,-1.1902113032590307,1.0618033988749895,1.0
0.8824429495415054,1.1618033988749894,1.0,0.8824429495415054,0.16180339887498948,1.0,0.8824429495415054,-0.8381966011250105,1.0,-0.11755705045849468,1.1618033988749894,1.0,-0.11755705045849468,0.16180339887498948,1.0,-0.11755705045849468,-0.8381966011250105,1.0,-1.1175570504584946,1.1618033988749894,1.0
1.0,1.2,1.0,1.0,0.2,1.0,1.0,-0.8,1.0,-4.898587196589413e-17,1.2,1.0,-4.898587196589413e-17,0.2,1.0,-4.898587196589413e-17,-0.8,1.0,-1.0,1.2,1.0
1.1175570504584946,1.1618033988749894,1.0,1.1175570504584946,0.1618033988749895,1.0,1.1175570504584946,-0.8381966011250105,1.0,0.11755705045849459,1.1618033988749894,1.0,0.11755705045849459,0.1618033988749895,1.0,0.11755705045849459,-0.8381966011250105,1.0,-0.8824429495415054,1.1618033988749894,1.0
1.1902113032590307,1.0618033988749895,1.0,1.1902113032590307,0.06180339887498955,1.0,1.1902113032590307,-0.9381966011250105,1.0,0.1902113032590307,1.0618033988749895,1.0,0.1902113032590307,0.06180339887498955,1.0,0.1902113032590307,-0.9381966011250105,1.0,-0.8097886967409693,1.0618033988749895,1.0
1.1902113032590307,0.9381966011250106,1.0,1.1902113032590307,-0.061803398874989424,1.0,1.1902113032590307,-1.0618033988749893,1.0,0.19021130325903074,0.9381966011250106,1.0,0.19021130325903074,-0.061803398874989424,1.0,0.19021130325903074,-1.0618033988749893,1.0,-0.8097886967409693,0.9381966011250106,1.0
1.1175570504584946,0.8381966011250106,1.0,1.1175570504584946,-0.16180339887498946,1.0,1.1175570504584946,-1.1618033988749894,1.0,0.11755705045849468,0.8381966011250106,1.0,0.11755705045849468,-0.16180339887498946,1.0,0.11755705045849468,-1.1618033988749894,1.0,-0.8824429495415054,0.8381966011250106,1.0
1.0,0.8,1.0,1.0,-0.2,1.0,1.0,-1.2,1.0,7.347880794884119e-17,0.8,1.0,7.347880794884119e-17,-0.2,1.0,7.347880794884119e-17,-1.2,1.0,-0.9999999999999999,0.8,1.0
0.8824429495415054,0.8381966011250105,1.0,0.8824429495415054,-0.16180339887498954,1.0,0.8824429495415054,-1.1618033988749896,1.0,-0.11755705045849457,0.8381966011250105,1.0,-0.11755705045849457,-0.16180339887498954,1.0,-0.11755705045849457,-1.1618033988749896,1.0,-1.1175570504584946,0.8381966011250105,1.0
0.8097886967409693,0.9381966011250105,1.0,0.8097886967409693,-0.06180339887498957,1.0,0.8097886967409693,-1.0618033988749895,1.0,-0.19021130325903068,0.9381966011250105,1.0,-0.19021130325903068,-0.06180339887498957,1.0,-0.19021130325903068,-1.0618033988749895,1.0,-1.1902113032590307,0.9381966011250105,1.0
0.8097886967409692,1.0618033988749893,1.0,0.8097886967409692,0.0618033988749894,1.0,0.8097886967409692,-0.9381966011250106,1.0,-0.19021130325903077,1.0618033988749893,1.0,-0.19021130325903077,0.0618033988749894,1.0,-0.19021130325903077,-0.9381966011250106,1.0,-1.1902113032590307,1.0618033988749893,1.0
0.8824429495415053,1.1618033988749894,1.0,0.8824429495415053,0.16180339887498943,1.0,0.8824429495415053,-0.8381966011250106,1.0,-0.1175570504584947,1.1618033988749894,1.0,-0.1175570504584947,0.16180339887498943,1.0,-0.1175570504584947,-0.8381966011250106,1.0,-1.1175570504584946,1.1618033988749894,1.0
0.9999999999999999,1.2,1.0,0.9999999999999999,0.2,1.0,0.9999999999999999,-0.8,1.0,-9.797174393178826e-17,1.2,1.0,-9.797174393178826e-17,0.2,1.0,-9.797174393178826e-17,-0.8,1.0,-1.0,1.2,1.0
