x,y,z
0.0,1.0,1.0
0.1572627291369109,0.999883757435836,1.000990990990991
0.3002593617554746,0.9951638748592655,1.001981981981982
0.429139340313001,0.9860129310504261,1.002972972972973
0.5440521072668003,0.9726035047894566,1.003963963963964
0.6451471050741826,0.9551081748564955,1.004954954954955
0.7325737761924576,0.9336995200316808,1.0059459459459459
0.8064815630789356,0.9085501190951508,1.006936936936937
0.8670199081909267,0.8798325508270443,1.0079279279279278
0.9143382539857409,0.8477193940074994,1.008918918918919
0.9485860429206882,0.8123832274166543,1.0099099099099098
0.9699127174530784,0.7739966298346475,1.010900900900901
0.978467720040222,0.7327321800416172,1.011891891891892
0.9744004931394288,0.6887624568177021,1.0128828828828829
0.9578604792080088,0.6422600389430401,1.013873873873874
0.9289971207032722,0.5933975051977699,1.0148648648648648
0.8879598600825288,0.5423474343620297,1.015855855855856
0.8348981398030889,0.48928240521595784,1.0168468468468468
0.7699614023222625,0.4343749965396927,1.0178378378378379
0.6932990900973595,0.37779778711337264,1.0188288288288287
0.6050606455856901,0.31972335571713595,1.0198198198198198
0.5055812608902359,0.26033155956615456,1.020810810810811
0.3964915344220676,0.19985301522225435,1.0218018018018018
0.2799737079158212,0.1385399549013729,1.022792792792793
0.15821206151102335,0.0766446906925346,1.0237837837837838
0.0333908753472021,0.014419534684764389,1.0247747747747749
-0.09230557043611595,-0.04788320103291335,1.0257657657657657
-0.2166929956994043,-0.11001120437147434,1.0267567567567568
-0.33758712030313465,-0.17171216324189356,1.0277477477477477
-0.4528036641077806,-0.23273376555514677,1.0287387387387388
-0.5601583469738152,-0.2928236992222093,1.0297297297297296
-0.6575684639191092,-0.35173322120392986,1.0307207207207207
-0.7439057593409116,-0.40924712498252075,1.0317117117117118
-0.8185649309858883,-0.46516857907040005,1.0327027027027027
-0.8809460331031461,-0.5193009401916002,1.0336936936936938
-0.9304491199417906,-0.5714475650701532,1.0346846846846847
-0.966474245750929,-0.6214118104300913,1.0356756756756758
-0.9884214647796677,-0.6689970329954469,1.0366666666666666
-0.9956908312771127,-0.7140065894902525,1.0376576576576577
-0.9876823994923709,-0.7562438366385401,1.0386486486486486
-0.9637962236745488,-0.7955121311643417,1.0396396396396397
-0.9235291040217254,-0.8316199976617559,1.0406306306306308
