x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38
-3.3362174034118652,-0.5560112595558167,1.0012523867627898,2.224238872528076,0.5560858845710754,1.0009870461336394,3.336026906967163,-2.780050277709961,1.0049108544709453,1.683077061898075e-05,2.7798123359680176,1.0019441268791272,-1.1121799945831299,-1.668209433555603,1.0006167661029903,2.2240710258483887,-1.6680036783218384,1.0002806825622392,2.2240562438964844,2.780083179473877,1.0064391726311586,-2.224055051803589,2.7800843715667725,1.006903284655913,-1.11204993724823,-2.780010938644409,1.0017903388643463,-2.224043846130371,1.6680713891983032,1.0060931722307869,-3.336050271987915,2.78009033203125,1.010813622248388,2.224144697189331,-0.5560104250907898,1.0006289986549235,1.111908197402954,-2.779911994934082,1.0015004791606041,0.00011590137000894174,0.5561884641647339,1.000689814260957,1.112032413482666,2.7800862789154053,1.0041862279605414,3.336015224456787,-1.6680309772491455,1.004406082178495,-2.2240257263183594,-1.6680293083190918,1.0037434772006528,9.687894817034248e-06,-2.779878616333008,1.001825795425597,-1.1118444204330444,0.5562158226966858,1.0003523774477943,-3.3360729217529297,1.6680850982666016,1.0071142978887364,-3.336041212081909,0.5559791326522827,1.00397283723022,-1.1120243072509766,2.7800934314727783,1.0048049195707134,-3.3360602855682373,-2.7800607681274414,1.0031954556706189,-3.3361895084381104,-1.668146014213562,1.0013897245005063,2.2240376472473145,1.6680305004119873,1.0039009988289616,-2.2239766120910645,-0.555747926235199,1.0006225622106868,1.1122710704803467,-0.5561344623565674,1.0008830487244122,-1.908583158183319e-07,-1.6681220531463623,1.0003682260383213,1.1119590997695923,-1.668083906173706,1.0001638583427703,-1.1121370792388916,-0.5560451745986938,1.0003564788747172,3.3358328342437744,-0.5560323596000671,1.0009406589336285,5.261782462184783e-06,-0.5562195181846619,1.0011193744595221,-2.224015474319458,-2.7800395488739014,1.004206206182047,-1.1120072603225708,1.6682422161102295,1.0019538060934574,-2.2240209579467773,0.555979311466217,1.0038453595377796,1.1121289730072021,0.5561879277229309,1.0007112862528593,-6.4466462390555535e-06,1.6681770086288452,1.0,1.111967921257019,1.6681008338928223,1.0010748900467588,2.224119186401367,-2.78010892868042,1.001867859396414
-3.3378183841705322,-0.5560950040817261,1.0074006667891808,2.225834369659424,0.5566314458847046,1.0072696184399828,3.3364038467407227,-2.780426263809204,1.0180622680997766,0.00015165813965722919,2.7790513038635254,1.0094506991748058,-1.1133341789245605,-1.6695023775100708,1.0071508197044312,2.224323034286499,-1.6679869890213013,1.0038215836342714,2.2245233058929443,2.7808194160461426,1.024621271613083,-2.2244820594787598,2.780805826187134,1.0263214910598761,-1.1121402978897095,-2.779934883117676,1.0081381042087743,-2.224360466003418,1.6687819957733154,1.0233508996283929,-3.3363754749298096,2.7809855937957764,1.0417410252308765,2.224709987640381,-0.5560436844825745,1.0043872780814125,1.1114861965179443,-2.7796804904937744,1.0108414335372218,0.0009045707993209362,0.5575286746025085,1.0045248428443738,1.1123207807540894,2.7808468341827393,1.0165683658523776,3.3364100456237793,-1.6682530641555786,1.0169711987031915,-2.2243704795837402,-1.668261170387268,1.0141379199391523,7.47729282011278e-05,-2.7794198989868164,1.009353511014051,-1.1110574007034302,0.557673990726471,1.0074437913717995,-3.3366312980651855,1.66877281665802,1.0302699419660786,-3.3362996578216553,0.5558348894119263,1.0178898737645068,-1.1122028827667236,2.7808876037597656,1.0187123105498324,-3.336580753326416,-2.780639886856079,1.0124358146507584,-3.337367296218872,-1.6690263748168945,1.008497984254762,2.2244009971618652,1.6685142517089844,1.0158376695504705,-2.2240684032440186,-0.5543254017829895,1.0076527047371782,1.1138455867767334,-0.5569119453430176,1.0078985614702396,-9.894719710246136e-09,-1.6689058542251587,1.0064238830148535,1.1117889881134033,-1.668825387954712,1.0031447201711416,-1.113020420074463,-0.556300699710846,1.006799982598546,3.335174083709717,-0.5562741160392761,1.007633056143328,3.675863263197243e-05,-0.5574409365653992,1.0063520631841674,-2.224329948425293,-2.780430316925049,1.0159546344420232,-1.1121989488601685,1.6699382066726685,1.0112555972226254,-2.2243423461914062,0.556117594242096,1.0156385298772075,1.1129035949707031,0.5574093461036682,1.0067424050038971,-5.009200322092511e-05,1.6693040132522583,1.004322992331843,1.111940622329712,1.6689858436584473,1.0087030070852778,2.2246451377868652,-2.780640125274658,1.0077660112260203
-3.3423163890838623,-0.5563738346099854,1.017589637753583,2.229689359664917,0.55782550573349,1.0167214245079377,3.3381805419921875,-2.781503677368164,1.036303866266302,0.0004961608210578561,2.7788169384002686,1.0231886968231119,-1.1159684658050537,-1.6723203659057617,1.0197469681194344,2.224343776702881,-1.6679576635360718,1.0103111703489267,2.2256438732147217,2.7826290130615234,1.050469725254021,-2.225414752960205,2.7824013233184814,1.0539438633201934,-1.1112960577011108,-2.7790865898132324,1.0169552688664116,-2.2252039909362793,1.6713498830795288,1.0481142821675458,-3.3371739387512207,2.7825944423675537,1.0863606317593075,2.224902391433716,-0.5560520887374878,1.010548532902292,1.1112757921218872,-2.7806639671325684,1.0272712458307214,0.002875569509342313,0.5611700415611267,1.013421936173021,1.1132521629333496,2.78328537940979,1.0345596884182013,3.338639497756958,-1.6688487529754639,1.034950513537071,-2.226006031036377,-1.6689832210540771,1.0290439369352824,0.00023791952116880566,-2.779798746109009,1.0212590435287274,-1.1102298498153687,0.5613054633140564,1.0216266535753675,-3.338063955307007,1.6705379486083984,1.062288780185423,-3.3370413780212402,0.5557111501693726,1.0368616556851484,-1.112681269645691,2.7832963466644287,1.0387938457196868,-3.3383443355560303,-2.7827951908111572,1.0255004414962894,-3.3400726318359375,-1.6709294319152832,1.0199559056265572,2.2257492542266846,1.6708630323410034,1.0334698261088051,-2.2253739833831787,-0.5519474744796753,1.0209307046709872,1.116727590560913,-0.5583198666572571,1.01923878626994,5.22046457263059e-06,-1.670806884765625,1.0179782288326242,1.1118900775909424,-1.6714301109313965,1.0094889935516114,-1.1150562763214111,-0.5568018555641174,1.018991279541544,3.3355374336242676,-0.5569847822189331,1.019604338697187,9.721228707348928e-05,-0.5594689846038818,1.0141161589427212,-2.225999116897583,-2.781931161880493,1.0324906109823204,-1.1132844686508179,1.6744104623794556,1.027977872814081,-2.225900173187256,0.5576817393302917,1.0334654843090392,1.1145228147506714,0.5601810812950134,1.0178806386189825,-0.0001534131879452616,1.6719204187393188,1.0117154723713466,1.112680196762085,1.672031044960022,1.0230973054664498,2.225221633911133,-2.7815186977386475,1.0161593861421863
-3.3498764038085938,-0.5570337772369385,1.0311161323702254,2.235567331314087,0.5594571232795715,1.0272928322637744,3.342299222946167,-2.7833433151245117,1.0602996676331675,0.0007518237107433379,2.778988838195801,1.041495990245632,-1.119817852973938,-1.6765636205673218,1.0367173957666673,2.2248728275299072,-1.6686617136001587,1.021153670388303,2.227121591567993,2.7849905490875244,1.0828384404806712,-2.2265026569366455,2.7841687202453613,1.0883743131785013,-1.1082733869552612,-2.776674509048462,1.0285187852969684,-2.226583242416382,1.676344394683838,1.0802432253090957,-3.338447093963623,2.7827486991882324,1.1417685930384613,2.2252960205078125,-0.5562637448310852,1.0200066794278393,1.1121305227279663,-2.784494638442993,1.0515041692620435,0.005681819748133421,0.566948652267456,1.0291321415817656,1.1148101091384888,2.7873475551605225,1.0598819077564694,3.3440442085266113,-1.669805884361267,1.059417101192317,-2.229948043823242,-1.6703139543533325,1.048923234860442,0.0005111487116664648,-2.782477855682373,1.0375785354813853,-1.1105430126190186,0.5671026706695557,1.0420197732327798,-3.3400676250457764,1.6728869676589966,1.1025190722821572,-3.338963508605957,0.5565956830978394,1.061653544052533,-1.113465428352356,2.7875823974609375,1.0646527991621113,-3.3416998386383057,-2.7871856689453125,1.0430104761151888,-3.344470977783203,-1.6739614009857178,1.0356565926885524,2.228522539138794,1.6762478351593018,1.0587330467393912,-2.229060411453247,-0.5496391654014587,1.0407553809723176,1.120162844657898,-0.5599893927574158,1.032256328358344,1.4977536011429038e-05,-1.6741386651992798,1.032360516696266,1.113070011138916,-1.6765812635421753,1.0225595815507984,-1.1181559562683105,-0.5576711297035217,1.0340797468377567,3.338942527770996,-0.5583059191703796,1.03731851775854,0.0001640970294829458,-0.5615761280059814,1.0235105174100316,-2.2299587726593018,-2.785043954849243,1.0547743987320284,-1.115695834159851,1.6815112829208374,1.0521994626252273,-2.229478597640991,0.5620304942131042,1.05890470196589,1.1169731616973877,0.563886284828186,1.03261399014949,-0.00027106262859888375,1.6761451959609985,1.0206494329283307,1.1147557497024536,1.6775974035263062,1.043474038451008,2.226666212081909,-2.783756971359253,1.0310688368371048
-3.3587849140167236,-0.558116614818573,1.046295075493894,2.2420032024383545,0.5610555410385132,1.0381824430590787,3.3489115238189697,-2.785538673400879,1.090340260799072,0.0004738509014714509,2.7780468463897705,1.0612638294538774,-1.1237698793411255,-1.6812894344329834,1.055542982715211,2.227335214614868,-1.6709866523742676,1.0368001202373125,2.227937698364258,2.7860422134399414,1.1221347367940764,-2.226816177368164,2.7841475009918213,1.1297858645124652,-1.1028591394424438,-2.7727553844451904,1.0430068362830496,-2.228238344192505,1.682965636253357,1.1188470324157098,-3.3403356075286865,2.776193141937256,1.2050669378591992,2.227334499359131,-0.5569683313369751,1.0334523214875082,1.1145660877227783,-2.7918996810913086,1.0844546596585132,0.008135226555168629,0.5727913975715637,1.0494491831763009,1.1158193349838257,2.7899105548858643,1.089787036026857,3.352886199951172,-1.6708768606185913,1.0919586193068245,-2.2364120483398438,-1.6720470190048218,1.0750258453516581,0.0008915077778510749,-2.788132905960083,1.059643376185588,-1.112949252128601,0.5736377835273743,1.0658583561359265,-3.3419740200042725,1.6742868423461914,1.1509999798788049,-3.3417320251464844,0.5583519339561462,1.0927580675809003,-1.114331841468811,2.792320489883423,1.0973192006601313,-3.346351146697998,-2.7937049865722656,1.0660158420158843,-3.3492393493652344,-1.6773360967636108,1.0518536228603041,2.232375383377075,1.684032678604126,1.0908368007568932,-2.235424041748047,-0.548285722732544,1.0668395137442568,1.1231346130371094,-0.5614219903945923,1.04568536275535,2.7563470212044194e-05,-1.6784976720809937,1.0474567613480903,1.1155493259429932,-1.683371901512146,1.0417495862646318,-1.121644377708435,-0.5588687658309937,1.0499269668562627,3.346196174621582,-0.5601422190666199,1.0613288747398473,0.00021272542653605342,-0.5632472634315491,1.0334705429328896,-2.2364695072174072,-2.789649248123169,1.0838966956762888,-1.1186281442642212,1.6882779598236084,1.0816549156336404,-2.234661817550659,0.5688936114311218,1.0910136074601033,1.1198030710220337,0.5670781135559082,1.048863426475815,-0.0002550131466705352,1.6815134286880493,1.0299585580407,1.117479920387268,1.68343186378479,1.066886675569258,2.2303712368011475,-2.7884788513183594,1.0520169770410575
-3.3666117191314697,-0.5594314336776733,1.0620641208319284,2.2472314834594727,0.5622224807739258,1.0493664475633122,3.357499361038208,-2.787414073944092,1.1266847126735664,-0.0005675034481100738,2.7743587493896484,1.0807667520223476,-1.1266682147979736,-1.6853032112121582,1.0749454867719033,2.2326719760894775,-1.675100326538086,1.057337884224049,2.2260143756866455,2.7818315029144287,1.1634984651906706,-2.2245938777923584,2.778202533721924,1.1735316550536372,-1.0972715616226196,-2.7697010040283203,1.0605358481696165,-2.2297515869140625,1.689226746559143,1.162639836217306,-3.3433268070220947,2.757645845413208,1.2700637769205785,2.2321107387542725,-0.5582408905029297,1.0507828028155783,1.1182349920272827,-2.801668167114258,1.1242879649205424,0.008978252299129963,0.5760676860809326,1.0714244245840527,1.114932894706726,2.7873730659484863,1.1206872869758224,3.363612651824951,-1.67172372341156,1.1312776905698994,-2.2447500228881836,-1.6737937927246094,1.1062309879539827,0.0013649159809574485,-2.796475887298584,1.085152801747463,-1.1171048879623413,0.5782465934753418,1.0909830180136777,-3.3426513671875,1.671839952468872,1.2033357445551371,-3.3436906337738037,0.5589951872825623,1.127025252397201,-1.1148687601089478,2.793501615524292,1.1330834781481243,-3.351989269256592,-2.8016774654388428,1.0922575460924127,-3.3532261848449707,-1.6803990602493286,1.0694252282111267,2.235905408859253,1.6905968189239502,1.1274816873474336,-2.2434499263763428,-0.5480965971946716,1.0967234492777207,1.1249924898147583,-0.5623075366020203,1.0597191738328258,4.828694727621041e-05,-1.682867407798767,1.0628090533344365,1.1186425685882568,-1.6896470785140991,1.0637857242925381,-1.1246460676193237,-0.5601430535316467,1.066069221268437,3.3559670448303223,-0.5621501207351685,1.0889612101121164,0.00023464526748284698,-0.5643954277038574,1.043424473593972,-2.2445273399353027,-2.7948005199432373,1.1191767343534447,-1.1212093830108643,1.6921155452728271,1.1117512019453861,-2.2395105361938477,0.5751848220825195,1.1260822238875843,1.1223690509796143,0.5686080455780029,1.0655917941434598,3.4475848224246874e-05,1.6872248649597168,1.0391402574582318,1.120050311088562,1.687304139137268,1.0908759475229597,2.2366387844085693,-2.795445203781128,1.0758220103485803
-3.3718068599700928,-0.5606822967529297,1.078209123688779,2.2503340244293213,0.5628731846809387,1.0609821770144916,3.367166519165039,-2.7884058952331543,1.1692238765759684,-0.002215317916125059,2.7675445079803467,1.0992024275241712,-1.1280567646026611,-1.6879990100860596,1.0945651996685481,2.240541934967041,-1.6801764965057373,1.0820680068685031,2.2192189693450928,2.7683839797973633,1.2026611573798873,-2.2181568145751953,2.762411117553711,1.2152309982581353,-1.0946052074432373,-2.7703135013580322,1.0810009343652345,-2.2307188510894775,1.692191481590271,1.2119676881833295,-3.3480024337768555,2.724752902984619,1.3309610210461833,2.2395997047424316,-0.5598363280296326,1.0736159229455806,1.1216527223587036,-2.8098716735839844,1.1677587772859552,0.0077787525951862335,0.5755195021629333,1.0927866142643907,1.111838459968567,2.778825283050537,1.1505605704291084,3.3724091053009033,-1.6723583936691284,1.1727074633492447,-2.2533247470855713,-1.6755661964416504,1.139133829976461,0.0018135006539523602,-2.8057563304901123,1.11170588974937,-1.1215765476226807,0.579078733921051,1.1164447877733328,-3.3414535522460938,1.663720965385437,1.2557263444168782,-3.3431501388549805,0.5562738180160522,1.1616316621406293,-1.114745855331421,2.786921262741089,1.167889083276532,-3.358083963394165,-2.8097598552703857,1.1195597338332153,-3.3559741973876953,-1.6829144954681396,1.0869578613592603,2.2382521629333496,1.6926437616348267,1.165351407165668,-2.250884771347046,-0.549159586429596,1.1277671838952519,1.1259208917617798,-0.5628185868263245,1.074219934518478,8.316867024404928e-05,-1.6863528490066528,1.0787115468038535,1.1213462352752686,-1.6935126781463623,1.0864190102098799,-1.126632809638977,-0.5612861514091492,1.0826129565937737,3.3654654026031494,-0.5637534260749817,1.1173898813305714,0.0002377831406192854,-0.5652883052825928,1.0533641717685676,-2.2510316371917725,-2.7987842559814453,1.1568931355281094,-1.122658133506775,1.6915286779403687,1.1409089983953455,-2.242677688598633,0.577434778213501,1.1614557319684247,1.1243199110031128,0.5683080554008484,1.0823888914985873,0.0006274358602240682,1.6925671100616455,1.04822293487101,1.1219375133514404,1.6883171796798706,1.1147433296693778,2.244107484817505,-2.803086757659912,1.1005356311826326
-3.37436580657959,-0.5615605115890503,1.094442908736906,2.2517013549804688,0.5632343292236328,1.0729014610378362,3.3765082359313965,-2.7886314392089844,1.2151555868787982,-0.0038418120238929987,2.7597897052764893,1.1168398432685351,-1.128309965133667,-1.6898804903030396,1.1140322030363894,2.2486939430236816,-1.6847736835479736,1.1087692880360702,2.207028865814209,2.7446091175079346,1.238461729194067,-2.2070062160491943,2.735826253890991,1.2531201057536818,-1.0968455076217651,-2.7756781578063965,1.1043467434225893,-2.230801582336426,1.6873888969421387,1.261433006952546,-3.353973388671875,2.677687406539917,1.387120451669238,2.2485952377319336,-0.56134033203125,1.0989794320939401,1.1233794689178467,-2.8129963874816895,1.2108927788986183,0.00490547576919198,0.5716636180877686,1.112958400557778,1.1072280406951904,2.7660655975341797,1.1783589341445184,3.376347064971924,-1.6735981702804565,1.2147759895278432,-2.2596449851989746,-1.677712321281433,1.1717399662537793,0.002088179811835289,-2.8136374950408936,1.1381821698649146,-1.124827265739441,0.5763720273971558,1.141684104363463,-3.3380606174468994,1.6484317779541016,1.3068301224811294,-3.3393895626068115,0.5490530729293823,1.1946972789420105,-1.1142109632492065,2.771348714828491,1.199902506317041,-3.364055633544922,-2.8162882328033447,1.1469343765182711,-3.3578033447265625,-1.6849747896194458,1.1051051655886988,2.2392940521240234,1.6890050172805786,1.2018759490205264,-2.255594253540039,-0.5512747764587402,1.1584175269408443,1.1266411542892456,-0.5633794665336609,1.0887111536441663,0.00011638532305369154,-1.6889581680297852,1.0948462318508247,1.1231119632720947,-1.6945384740829468,1.1079825940309385,-1.1276899576187134,-0.5625413656234741,1.0992486682487943,3.37196683883667,-0.5644670724868774,1.1451852663262105,0.0002419844822725281,-0.56640625,1.0635081833778242,-2.2541096210479736,-2.8014020919799805,1.1940408612145403,-1.1225910186767578,1.6867846250534058,1.168952642227552,-2.243986129760742,0.5741326212882996,1.1958942488832691,1.126007080078125,0.5666982531547546,1.0989425286529877,0.0014223124599084258,1.6971765756607056,1.0572200130885756,1.122939944267273,1.6869902610778809,1.1381508078826883,2.2506768703460693,-2.809535026550293,1.1252372777117707
-3.3748936653137207,-0.5616110563278198,1.110757319781027,2.252469778060913,0.5636060237884521,1.0850264030052639,3.3836052417755127,-2.78941011428833,1.2613031615121582,-0.004862681962549686,2.7538375854492188,1.1337999159647443,-1.1282000541687012,-1.6918681859970093,1.133207128445647,2.254464864730835,-1.6877119541168213,1.1354485370768526,2.1914100646972656,2.7136199474334717,1.271552780251048,-2.192152500152588,2.701395034790039,1.2876637469632843,-1.1041560173034668,-2.7845606803894043,1.1311053259475448,-2.2296645641326904,1.670883297920227,1.3072472621007183,-3.3609673976898193,2.619978427886963,1.4367579864962319,2.256059169769287,-0.5623572468757629,1.1244007254345632,1.1226823329925537,-2.8095006942749023,1.2517494489653327,0.0012640873901546001,0.5662609338760376,1.132324981699727,1.1021140813827515,2.7518515586853027,1.2038277755780435,3.375488519668579,-1.6759531497955322,1.2564904120369174,-2.261775016784668,-1.6803979873657227,1.2035954205794552,0.0020945186261087656,-2.818377733230591,1.1643215872301078,-1.1260846853256226,0.571967601776123,1.1665946549726942,-3.3327338695526123,1.6266216039657593,1.3546832184596278,-3.3330345153808594,0.5377905368804932,1.225815570692561,-1.1136380434036255,2.7491514682769775,1.228825474168203,-3.3693134784698486,-2.820081949234009,1.1740379037065725,-3.3592286109924316,-1.6866270303726196,1.1228450983194924,2.239179849624634,1.6805996894836426,1.236253599028132,-2.2566163539886475,-0.5539542436599731,1.1883011579169254,1.1278249025344849,-0.5643572211265564,1.1024951162440995,0.0001233447401318699,-1.6912287473678589,1.1108787638945796,1.1243698596954346,-1.6936177015304565,1.1283856879426457,-1.128279685974121,-0.564238965511322,1.1157384820608711,3.374025583267212,-0.5641254186630249,1.172039992417238,0.0002781749644782394,-0.5684356093406677,1.0736798651395656,-2.253807783126831,-2.80350399017334,1.230044684226654,-1.1211373805999756,1.679503083229065,1.195872469316266,-2.2439656257629395,0.5662660002708435,1.229186263243697,1.1279935836791992,0.564606785774231,1.1151837196452834,0.002238659420982003,1.700952410697937,1.0661844850955822,1.123094081878662,1.6844786405563354,1.160972733671806,2.2547011375427246,-2.8135857582092285,1.14973349657192
-3.3744096755981445,-0.5606808662414551,1.1274274464203335,2.253692150115967,0.5641461610794067,1.0973890185831405,3.3866450786590576,-2.792006492614746,1.3065754233701448,-0.0051690442487597466,2.7506561279296875,1.150378965090058,-1.1283900737762451,-1.6945610046386719,1.152268647084973,2.256436347961426,-1.6887105703353882,1.1615019206954456,2.174590587615967,2.680056095123291,1.3025225222809533,-2.175313711166382,2.6636462211608887,1.3195596405668475,-1.1145540475845337,-2.794100761413574,1.1590143108470659,-2.227229595184326,1.6421420574188232,1.348400689910195,-3.3674116134643555,2.5564985275268555,1.4839014489157418,2.2592132091522217,-0.5627292990684509,1.1491821140004612,1.1197789907455444,-2.800184965133667,1.2903412074847438,-0.0021692414302378893,0.5612703561782837,1.1513716290248848,1.0971142053604126,2.737988233566284,1.2270939837349868,3.3718695640563965,-1.6790820360183716,1.297284313569806,-2.2595248222351074,-1.6833713054656982,1.2349511630935885,0.0018404123838990927,-2.8196957111358643,1.1903470109952905,-1.1256831884384155,0.5679745674133301,1.1913902611686207,-3.3260200023651123,1.5995019674301147,1.398310900162003,-3.3250410556793213,0.52378910779953,1.255218788395665,-1.112823486328125,2.724071502685547,1.2551597785456399,-3.3734195232391357,-2.821049928665161,1.201012164856336,-3.3607866764068604,-1.6879056692123413,1.1409127422226883,2.2380127906799316,1.6694878339767456,1.2686571675045708,-2.254518508911133,-0.5566926598548889,1.2176982547594526,1.129854679107666,-0.5660502314567566,1.1155106508536554,8.992893708636984e-05,-1.6936918497085571,1.1268547299756029,1.1259745359420776,-1.6922625303268433,1.1482440029783465,-1.128883719444275,-0.566460132598877,1.1321745006395796,3.372026205062866,-0.5629197955131531,1.1982306199921586,0.0003672984312288463,-0.5717475414276123,1.0837374641625503,-2.2514004707336426,-2.8058362007141113,1.26534795097544,-1.1187633275985718,1.671471118927002,1.221883185188315,-2.2432632446289062,0.5563918948173523,1.261648514728091,1.1305557489395142,0.5627536177635193,1.1312973308069925,0.002905115019530058,1.7039735317230225,1.075231830137811,1.1225471496582031,1.6816548109054565,1.1833410026682833,2.2558648586273193,-2.8152544498443604,1.1742292548818805
