tick,controller.r_roll,controller.r_pitch,controller.r_yaw,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,controller.accelz
14812,,,,,,,,0.982298493385315
14813,,,,,,,,0.982298493385315
14815,,,,,,,,0.981663823127747
14817,,,,,,,,0.980691134929657
14819,,,,,,,,0.979975461959839
14821,,,,,,,,0.97942453622818
14823,,,,,,,,0.978772699832916
14825,,,,,,,,0.978179574012756
14827,,,,,,,,0.977831959724426
14829,,,,,,,,0.97815203666687
14831,,,,,,,,0.978923797607422
14833,,,,,,,,0.979607045650482
14835,,,,,,,,0.980374276638031
14837,,,,,,,,0.981199026107788
14839,,,,,,,,0.981258034706116
14841,,,,,,,,0.980696499347687
14843,,,,,,,,0.980475664138794
14845,,,,,,,,0.980354070663452
14847,,,,,,,,0.980152547359467
14849,,,,,,,,0.980052053928375
14851,,,,,,,,0.980160713195801
14853,,,,,,,,0.980284810066223
14855,,,,,,,,0.980349540710449
14857,,,,,,,,0.980289876461029
14859,,,,,,,,0.980160295963287
14861,,,,,,,,0.980416834354401
14863,,,,,,,,0.98096776008606
14865,,,,,,,,0.981416583061218
14867,,,,,,,,0.981521368026733
14869,,,,,,,,0.981583535671234
14871,,,,,,,,0.98173600435257
14873,,,,,,,,0.981506764888763
14875,,,,,,,,0.980708241462708
14877,,,,,,,,0.979913711547852
14879,,,,,,,,0.979108691215515
14881,,,,,,,,0.978003144264221
14883,,,,,,,,0.976809978485107
14885,,,,,,,,0.975888848304749
14887,,,,,,,,0.975805699825287
14889,,,,,,,,0.976509809494019
14891,,,,,,,,0.977487862110138
14893,,,,,,,,0.97845870256424
14895,,,,,,,,0.978988230228424
14897,,,,,,,,0.978794932365418
14899,,,,,,,,0.978521883487701
14901,,,,,,,,0.978603422641754
14903,,,,,,,,0.978989183902741
14905,,,,,,,,0.979548513889313
14907,,,,,,,,0.979963064193726
14909,,,,,,,,0.980057716369629
14911,,,,,,,,0.979982554912567
14913,,,,,,,,0.979736149311066
14915,,,,,,,,0.979464471340179
14917,,,,,,,,0.979292452335358
14919,,,,,,,,0.979369401931763
14921,,,,,,,,0.979692697525024
14923,,,,,,,,0.980143010616303
14925,,,,,,,,0.980415523052216
14927,,,,,,,,0.980448722839356
14929,,,,,,,,0.979949295520783
14931,,,,,,,,0.979174911975861
14933,,,,,,,,0.978637218475342
14935,,,,,,,,0.978765428066254
14937,,,,,,,,0.979602813720703
14939,,,,,,,,0.980478644371033
14941,,,,,,,,0.980856895446777
14943,,,,,,,,0.980726420879364
14945,,,,,,,,0.980451285839081
14947,,,,,,,,0.9804447889328
14949,,,,,,,,0.980844676494598
14951,,,,,,,,0.981379926204681
14953,,,,,,,,0.981758534908295
14955,,,,,,,,0.981716156005859
14957,,,,,,,,0.981289029121399
14959,,,,,,,,0.980858385562897
14961,,,,,,,,0.980770766735077
14963,,,,,,,,0.980677723884583
14965,,,,,,,,0.980452120304108
14967,,,,,,,,0.980328738689423
14969,,,,,,,,0.980161249637604
14971,,,,,,,,0.979858100414276
14973,,,,,,,,0.979756832122803
14975,,,,,,,,0.979633390903473
14977,,,,,,,,0.979315519332886
14979,,,,,,,,0.9787837266922
14981,,,,,,,,0.978523790836334
14983,,,,,,,,0.978405117988586
14985,,,,,,,,0.978366911411285
14987,,,,,,,,0.97871607542038
14989,,,,,,,,0.979432642459869
14995,,,,,,,,0.981057405471802
14995,,,,,,,,0.981057405471802
14995,,,,,,,,0.981057405471802
14997,,,,,,,,0.980615258216858
14999,,,,,,,,0.980071663856506
15001,,,,,,,,0.97992742061615
15003,,,,,,,,0.979882538318634
15005,,,,,,,,0.980090379714966
15007,,,,,,,,0.980701684951782
15009,,,,,,,,0.981557965278626
15011,,,,,,,,0.982788681983948
15013,,,,,,,,0.984416007995606
15015,,,,,,,,0.985980927944183
15017,,,,,,,,0.986976563930512
15019,,,,,,,,0.987182199954987
15021,,,,,,,,0.986795723438263
15023,,,,,,,,0.986617982387543
15025,,,,,,,,0.986530005931854
15027,,,,,,,,0.986025035381317
15029,,,,,,,,0.985224306583405
15031,,,,,,,,0.984319388866425
15033,,,,,,,,0.98337733745575
15035,,,,,,,,0.98294723033905
15037,,,,,,,,0.982980072498322
15039,,,,,,,,0.983118236064911
15041,,,,,,,,0.98326849937439
15043,,,,,,,,0.983355939388275
15045,,,,,,,,0.983630895614624
15047,,,,,,,,0.984130203723908
15049,,,,,,,,0.984589159488678
15051,,,,,,,,0.985041081905365
15053,,,,,,,,0.98572963476181
15055,,,,,,,,0.986443996429443
15057,,,,,,,,0.986876606941223
15059,,,,,,,,0.9869105219841
15061,,,,,,,,0.986871302127838
15063,,,,,,,,0.986952424049377
15065,,,,,,,,0.986971914768219
15067,,,,,,,,0.986799240112305
15069,,,,,,,,0.986498951911926
15071,,,,,,,,0.986224472522736
15073,,,,,,,,0.985871911048889
15075,,,,,,,,0.985690832138062
15077,,,,,,,,0.98572450876236
15079,,,,,,,,0.985781669616699
15081,,,,,,,,0.985606014728546
15083,,,,,,,,0.9852574467659
15085,,,,,,,,0.984840214252472
15087,,,,,,,,0.984680771827698
15089,,,,,,,,0.984778821468353
15091,,,,,,,,0.984820425510407
15093,,,,,,,,0.98482072353363
15095,,,,,,,,0.985160410404205
15097,,,,,,,,0.986000537872314
15099,,,,,,,,0.98674350976944
15101,,,,,,,,0.986924052238464
15103,,,,,,,,0.986871480941772
15105,,,,,,,,0.986568093299866
15107,,,,,,,,0.985972046852112
15109,,,,,,,,0.985379755496979
15111,,,,,,,,0.984581053256989
15113,,,,,,,,0.984248042106628
15115,,,,,,,,0.984695851802826
15117,,,,,,,,0.98543393611908
15119,,,,,,,,0.986373007297516
15121,,,,,,,,0.987045228481293
15123,,,,,,,,0.987423896789551
15125,,,,,,,,0.987533450126648
15127,,,,,,,,0.986941277980804
15129,,,,,,,,0.986194014549255
15131,,,,,,,,0.985759198665619
15133,,,,,,,,0.985827326774597
15135,,,,,,,,0.986593365669251
15137,,,,,,,,0.987506866455078
15139,,,,,,,,0.988062381744385
15141,,,,,,,,0.988163828849793
15143,,,,,,,,0.987738907337189
15145,,,,,,,,0.987098157405853
15147,,,,,,,,0.986407339572907
15149,,,,,,,,0.985584259033203
15151,,,,,,,,0.984871029853821
15153,,,,,,,,0.984277725219727
15155,,,,,,,,0.983683228492737
15157,,,,,,,,0.98291140794754
15159,,,,,,,,0.982318878173828
15161,,,,,,,,0.982134521007538
15163,,,,,,,,0.982142865657806
15165,,,,,,,,0.982244253158569
15167,,,,,,,,0.982432305812836
15169,,,,,,,,0.98271244764328
15171,,,,,,,,0.983187139034271
15173,,,,,,,,0.983423113822937
15175,,,,,,,,0.98335063457489
15177,,,,,,,,0.983639597892761
15179,,,,,,,,0.984369397163391
15181,,,,,,,,0.98528116941452
15183,,,,,,,,0.985863566398621
15185,,,,,,,,0.986193478107452
15187,,,,,,,,0.986418783664703
15189,,,,,,,,0.986147522926331
15191,,,,,,,,0.985536634922028
15193,,,,,,,,0.985139787197113
15195,,,,,,,,0.985046625137329
15197,,,,,,,,0.984950959682465
15199,,,,,,,,0.984886825084686
15201,,,,,,,,0.984925985336304
15203,,,,,,,,0.985093414783478
15205,,,,,,,,0.985569059848785
15207,,,,,,,,0.986306369304657
15209,,,,,,,,0.987065374851227
15211,,,,,,,,0.987340211868286
15213,,,,,,,,0.986954510211945
15215,,,,,,,,0.986584424972534
15217,,,,,,,,0.986755549907684
15219,,,,,,,,0.98717212677002
15221,,,,,,,,0.98709362745285
15223,,,,,,,,0.986604630947113
15225,,,,,,,,0.986014604568481
15227,,,,,,,,0.985434532165527
15229,,,,,,,,0.984962582588196
15231,,,,,,,,0.984763860702515
15233,,,,,,,,0.984795212745667
15235,,,,,,,,0.984871983528137
15237,,,,,,,,0.984827399253845
15239,,,,,,,,0.984669804573059
15241,,,,,,,,0.984390199184418
15243,,,,,,,,0.983924150466919
15245,,,,,,,,0.983815610408783
15247,,,,,,,,0.98404848575592
15249,,,,,,,,0.984409928321838
15251,,,,,,,,0.984877705574036
15253,,,,,,,,0.985343933105469
15255,,,,,,,,0.98575496673584
15257,,,,,,,,0.985962390899658
15259,,,,,,,,0.985798835754395
15261,,,,,,,,0.985651612281799
15263,,,,,,,,0.985845685005188
15265,,,,,,,,0.986067473888397
15267,,,,,,,,0.985928535461426
15269,,,,,,,,0.985808849334717
15271,,,,,,,,0.985935986042023
15273,,,,,,,,0.985822558403015
15275,,,,,,,,0.985423743724823
15277,,,,,,,,0.985043108463287
15279,,,,,,,,0.985101580619812
15281,,,,,,,,0.985631287097931
15283,,,,,,,,0.986409664154053
15285,,,,,,,,0.98738956451416
15287,,,,,,,,0.988257467746735
15289,,,,,,,,0.988603293895721
15291,,,,,,,,0.988549292087555
15293,,,,,,,,0.98805582523346
15295,,,,,,,,0.987259924411774
15297,,,,,,,,0.986810326576233
15299,,,,,,,,0.987005412578583
15301,,,,,,,,0.987378716468811
15303,,,,,,,,0.987168967723846
15305,,,,,,,,0.986317217350006
15307,,,,,,,,0.985338389873505
15309,,,,,,,,0.984221875667572
15311,,,,,,,,0.983242094516754
15313,,,,,,,,0.982585728168488
15315,,,,,,,,0.982657492160797
15317,,,,,,,,0.983033001422882
15319,,,,,,,,0.983219921588898
15321,,,,,,,,0.983509004116058
15323,,,,,,,,0.984073102474213
15325,,,,,,,,0.985002756118774
15327,,,,,,,,0.986044883728027
15329,,,,,,,,0.986659109592438
15331,,,,,,,,0.986701190471649
15333,,,,,,,,0.986505627632141
15335,,,,,,,,0.986342132091522
15337,,,,,,,,0.986270189285278
15339,,,,,,,,0.986270010471344
15341,,,,,,,,0.986287534236908
15343,,,,,,,,0.985970318317413
15345,,,,,,,,0.985577583312988
15347,,,,,,,,0.985540211200714
15349,,,,,,,,0.985620558261871
15351,,,,,,,,0.985664188861847
15353,,,,,,,,0.985532224178314
15355,,,,,,,,0.984990656375885
15357,,,,,,,,0.984182775020599
15359,,,,,,,,0.983535051345825
15361,,,,,,,,0.983468353748322
15363,,,,,,,,0.983798503875732
15365,,,,,,,,0.984096765518189
15367,,,,,,,,0.984160244464874
15369,,,,,,,,0.984217941761017
15371,,,,,,,,0.984585702419281
15374,,,,,,,,0.985394537448883
15375,,,,,,,,0.985394537448883
15377,,,,,,,,0.98551332950592
15379,,,,,,,,0.985536396503449
15381,,,,,,,,0.985505342483521
15383,,,,,,,,0.985490500926971
15385,,,,,,,,0.985458076000214
15387,,,,,,,,0.985566556453705
15389,,,,,,,,0.98541933298111
15391,,,,,,,,0.984760403633118
15393,,,,,,,,0.984188377857208
15395,,,,,,,,0.984173536300659
15397,,,,,,,,0.984455645084381
15399,,,,,,,,0.984524190425873
15401,,,,,,,,0.984506607055664
15403,,,,,,,,0.984424889087677
15405,,,,,,,,0.984407544136047
15407,,,,,,,,0.984654426574707
15409,,,,,,,,0.984880745410919
15411,,,,,,,,0.984917044639587
15413,,,,,,,,0.98512601852417
15415,,,,,,,,0.985328733921051
15417,,,,,,,,0.98534232378006
15419,,,,,,,,0.985115706920624
15421,,,,,,,,0.985033512115479
15423,,,,,,,,0.985434174537659
15425,,,,,,,,0.985776543617249
15427,,,,,,,,0.985689699649811
15429,,,,,,,,0.985218942165375
15431,,,,,,,,0.984838247299194
15433,,,,,,,,0.984938204288483
15435,,,,,,,,0.985279977321625
15437,,,,,,,,0.985665500164032
15439,,,,,,,,0.986176609992981
15441,,,,,,,,0.986724853515625
15443,,,,,,,,0.987254559993744
15445,,,,,,,,0.987717211246491
15447,,,,,,,,0.987790822982788
15449,,,,,,,,0.987470746040344
15451,,,,,,,,0.987089455127716
15453,,,,,,,,0.986882388591766
15455,,,,,,,,0.986729085445404
15457,,,,,,,,0.986804366111755
15459,,,,,,,,0.987117052078247
15461,,,,,,,,0.98736971616745
15463,,,,,,,,0.987387835979462
15465,,,,,,,,0.987295031547546
15467,,,,,,,,0.987115740776062
15469,,,,,,,,0.986982882022858
15471,,,,,,,,0.986665308475494
15473,,,,,,,,0.986107766628265
15475,,,,,,,,0.985567808151245
15477,,,,,,,,0.985263049602509
15479,,,,,,,,0.985369682312012
15481,,,,,,,,0.98579615354538
15483,,,,,,,,0.986267387866974
15485,,,,,,,,0.986664056777954
15487,,,,,,,,0.986986219882965
15489,,,,,,,,0.987136483192444
15491,,,,,,,,0.987025201320648
15493,,,,,,,,0.986694753170013
15495,,,,,,,,0.986188590526581
15497,,,,,,,,0.985673129558563
15499,,,,,,,,0.985630810260773
15501,,,,,,,,0.985931515693665
15503,,,,,,,,0.986180484294891
15505,,,,,,,,0.986338019371033
15507,,,,,,,,0.986487984657288
15509,,,,,,,,0.986809492111206
15511,,,,,,,,0.987085461616516
15513,,,,,,,,0.987095355987549
15515,,,,,,,,0.987022161483765
15517,,,,,,,,0.98708975315094
15519,,,,,,,,0.987357974052429
15521,,,,,,,,0.987612962722778
15523,,,,,,,,0.987610518932343
15525,,,,,,,,0.987157940864563
15527,,,,,,,,0.986439645290375
15529,,,,,,,,0.985681474208832
15531,,,,,,,,0.98488974571228
15533,,,,,,,,0.984257817268372
15535,,,,,,,,0.984092652797699
15537,,,,,,,,0.984451413154602
15539,,,,,,,,0.985087633132935
15541,,,,,,,,0.985447943210602
15543,,,,,,,,0.985201954841614
15545,,,,,,,,0.984661936759949
15547,,,,,,,,0.984400928020477
15549,,,,,,,,0.984283268451691
15551,,,,,,,,0.983981728553772
15553,,,,,,,,0.983633518218994
15555,,,,,,,,0.983412444591522
15557,,,,,,,,0.983430087566376
15559,,,,,,,,0.983495771884918
15561,,,,,,,,0.983563125133514
15563,,,,,,,,0.983803749084473
15565,,,,,,,,0.98423957824707
15568,,,,,,,,0.984102964401245
15569,,,,,,,,0.984102964401245
15571,,,,,,,,0.98393976688385
15573,,,,,,,,0.984091818332672
15575,,,,,,,,0.984663784503937
15577,,,,,,,,0.985264182090759
15579,,,,,,,,0.985349059104919
15581,,,,,,,,0.985093772411346
15583,,,,,,,,0.984912633895874
15585,,,,,,,,0.984969258308411
15587,,,,,,,,0.985434174537659
15589,,,,,,,,0.986117005348206
15591,,,,,,,,0.986674785614014
15593,,,,,,,,0.987119078636169
15595,,,,,,,,0.987884700298309
15597,,,,,,,,0.98871260881424
15599,,,,,,,,0.989078938961029
15601,,,,,,,,0.988981068134308
15603,,,,,,,,0.988322675228119
15605,,,,,,,,0.987392008304596
15607,,,,,,,,0.986751198768616
15609,,,,,,,,0.98608922958374
15611,,,,,,,,0.985564649105072
15613,,,,,,,,0.985529601573944
15615,,,,,,,,0.98565149307251
15617,,,,,,,,0.985430777072907
15619,,,,,,,,0.984892308712006
15621,,,,,,,,0.984856367111206
15623,,,,,,,,0.98513925075531
15625,,,,,,,,0.985245764255524
15627,,,,,,,,0.985283374786377
15629,,,,,,,,0.985488176345825
15631,,,,,,,,0.985813677310944
15633,,,,,,,,0.986023783683777
15635,,,,,,,,0.986079394817352
15637,,,,,,,,0.986101388931274
15639,,,,,,,,0.986194491386414
15641,,,,,,,,0.986199080944061
15643,,,,,,,,0.985955357551575
15645,,,,,,,,0.98560506105423
15647,,,,,,,,0.985245048999786
15649,,,,,,,,0.985204517841339
15651,,,,,,,,0.985605359077454
15653,,,,,,,,0.985824286937714
15655,,,,,,,,0.985230326652527
15657,,,,,,,,0.984273552894592
15659,,,,,,,,0.983617782592773
15661,,,,,,,,0.9836665391922
15663,,,,,,,,0.98408043384552
15665,,,,,,,,0.984264671802521
15667,,,,,,,,0.983820497989655
15669,,,,,,,,0.98307192325592
15671,,,,,,,,0.982630670070648
15673,,,,,,,,0.982686579227448
15675,,,,,,,,0.9830042719841
15677,,,,,,,,0.983239650726318
15679,,,,,,,,0.983098447322845
15681,,,,,,,,0.98264616727829
15683,,,,,,,,0.98211669921875
15685,,,,,,,,0.981739640235901
15687,,,,,,,,0.981957077980042
15689,,,,,,,,0.98272430896759
15691,,,,,,,,0.983875036239624
15693,,,,,,,,0.985587537288666
15695,,,,,,,,0.987484395503998
15697,,,,,,,,0.988498628139496
15699,,,,,,,,0.988913774490356
15701,,,,,,,,0.989270865917206
15703,,,,,,,,0.989292621612549
15705,,,,,,,,0.989082455635071
15707,,,,,,,,0.98894613981247
15709,,,,,,,,0.988811373710632
15711,,,,,,,,0.988479375839233
15713,,,,,,,,0.98788046836853
15715,,,,,,,,0.987207353115082
15717,,,,,,,,0.986590325832367
15719,,,,,,,,0.985977709293366
15721,,,,,,,,0.985259175300598
15723,,,,,,,,0.984790682792664
15725,,,,,,,,0.984580397605896
15727,,,,,,,,0.984694957733154
15729,,,,,,,,0.985364437103272
15731,,,,,,,,0.986492812633514
15733,,,,,,,,0.987658202648163
15735,,,,,,,,0.988299489021301
15737,,,,,,,,0.987863600254059
15739,,,,,,,,0.986681699752808
15741,,,,,,,,0.985484540462494
15743,,,,,,,,0.984506964683533
15745,,,,,,,,0.984154403209686
15747,,,,,,,,0.984477162361145
15749,,,,,,,,0.984732151031494
15751,,,,,,,,0.984971821308136
15753,,,,,,,,0.985579431056976
15755,,,,,,,,0.985982894897461
15757,,,,,,,,0.985913276672363
15759,,,,,,,,0.985787153244019
15761,,,,,,,,0.985944151878357
15763,,,,,,,,0.986189365386963
15765,,,,,,,,0.986140131950378
15767,,,,,,,,0.985877871513367
15769,,,,,,,,0.985887169837952
15771,,,,,,,,0.985948622226715
15773,,,,,,,,0.985886335372925
15775,,,,,,,,0.985950529575348
15777,,,,,,,,0.986013829708099
15779,,,,,,,,0.985503435134888
15781,,,,,,,,0.984570801258087
15783,,,,,,,,0.983431339263916
15785,,,,,,,,0.982416331768036
15787,,,,,,,,0.982053458690643
15789,,,,,,,,0.982119858264923
15791,,,,,,,,0.982572615146637
15793,,,,,,,,0.983389914035797
15795,,,,,,,,0.984210073947907
15797,,,,,,,,0.984845399856567
15799,,,,,,,,0.985292375087738
15801,,,,,,,,0.98547375202179
15803,,,,,,,,0.985683977603912
15805,,,,,,,,0.985885262489319
15807,,,,,,,,0.985732555389404
15809,,,,,,,,0.985442519187927
15811,,,,,,,,0.985365450382233
15813,,,,,,,,0.985419869422913
15815,,,,,,,,0.98551207780838
15817,,,,,,,,0.985746920108795
15819,,,,,,,,0.986216723918915
15821,,,,,,,,0.986620128154755
15823,,,,,,,,0.986725509166718
15825,,,,,,,,0.986319601535797
15827,,,,,,,,0.985659539699554
15829,,,,,,,,0.984995305538178
15831,,,,,,,,0.984490096569061
15833,,,,,,,,0.984200239181519
15835,,,,,,,,0.984095692634583
15837,,,,,,,,0.984336972236633
15839,,,,,,,,0.984853208065033
15841,,,,,,,,0.985122501850128
15843,,,,,,,,0.98474508523941
15845,,,,,,,,0.984101295471191
15847,,,,,,,,0.983770251274109
15849,,,,,,,,0.983572602272034
15851,,,,,,,,0.983726501464844
15853,,,,,,,,0.984232544898987
15855,,,,,,,,0.984196126461029
15857,,,,,,,,0.983674585819244
15859,,,,,,,,0.983267724514008
15861,,,,,,,,0.983299851417542
15863,,,,,,,,0.983572602272034
15865,,,,,,,,0.983960449695587
15867,,,,,,,,0.984520077705383
15869,,,,,,,,0.985009133815765
